applicant_name,age,gender,marital_status,dependents,education,employment_type,years_of_employment,monthly_income,bank_balance,existing_emi,existing_loan_amount,debt_to_income_ratio,credit_score,credit_history,previous_defaults,loan_amount_requested,loan_tenure,loan_purpose,collateral_value,property_area,loan_status
Kabir Pandey,24,Female,Single,0,Not Graduate,Salaried,1.2,30714.18,151800.53,7495.1,249235.74,24.4,586,0,0,384979.53,240,Vehicle,560224.71,Rural,N
Tara Agarwal,51,Female,Married,2,Graduate,Salaried,1.2,247328.05,1514818.42,63357.57,2455191.63,25.62,814,0,1,10000000.0,60,Home,9057419.81,Semiurban,Y
Geeta Khanna,25,Female,Single,0,Graduate,Salaried,3.2,35262.42,27691.54,6135.25,333052.0,17.4,344,0,5,457248.67,120,Business,780892.54,Urban,N
Vikram Nair,37,Male,Single,0,Graduate,Retired,27.5,33265.23,31242.08,6140.79,88623.94,18.46,442,0,1,428476.09,360,Vehicle,630254.95,Semiurban,N
Divya Pandey,31,Male,Married,1,Graduate,Salaried,12.2,177319.04,948954.32,80112.66,2662681.26,45.18,865,0,0,10000000.0,120,Home,10372980.14,Rural,Y
Yash Iyer,21,Female,Single,0,Not Graduate,Self-Employed,1.4,90825.31,550170.88,19545.85,1093467.28,21.52,653,0,1,1799858.13,60,Other,2804.1,Urban,N
Vivaan Shah,47,Female,Single,1,Graduate,Salaried,5.1,121772.28,64474.0,16075.4,173895.37,13.2,480,0,3,10000000.0,240,Home,4760.05,Urban,N
Kabir Bansal,31,Male,Married,2,Not Graduate,Self-Employed,5.1,35800.61,237038.41,12076.16,503162.33,33.73,613,1,1,1009736.83,36,Other,458.77,Rural,N
Meera Iyer,44,Male,Married,1,Not Graduate,Self-Employed,19.9,82764.92,178596.22,27488.19,858066.92,33.21,630,1,0,7096567.4,240,Home,9768741.4,Semiurban,N
Amit Shah,55,Female,Married,0,Graduate,Self-Employed,17.4,202679.72,497059.33,33353.16,1737685.11,16.46,576,1,0,5374575.09,24,Other,4763.04,Urban,Y
Tara Nair,29,Male,Single,1,Not Graduate,Self-Employed,9.6,42982.3,280865.48,11126.38,464011.65,25.89,398,0,3,2763954.38,180,Business,3044738.98,Rural,N
Pooja Joshi,52,Male,Married,2,Graduate,Salaried,13.1,34089.39,149920.86,4281.42,248972.91,12.56,589,1,0,2379781.81,120,Home,2920931.86,Semiurban,Y
Rahul Chopra,34,Female,Single,0,Graduate,Self-Employed,7.9,35494.03,206145.56,7496.66,438863.43,21.12,531,1,1,433866.0,180,Education,2893.42,Urban,Y
Ishaan Mishra,35,Male,Married,2,Not Graduate,Unemployed,0.0,10000.0,65326.78,2955.76,87560.83,29.56,622,1,1,127220.31,120,Business,210430.59,Urban,Y
Vihaan Bansal,46,Male,Married,2,Graduate,Business Owner,28.0,500000.0,2696391.95,133630.71,3000000.0,26.73,664,1,0,9192853.86,12,Other,3071.19,Urban,Y
Shreya Sharma,49,Female,Single,0,Graduate,Retired,20.1,32893.09,63066.0,7467.22,336084.64,22.7,591,1,0,2234372.09,480,Business,2374880.7,Urban,Y
Arjun Tiwari,50,Female,Married,0,Graduate,Self-Employed,31.8,78319.01,192387.6,14959.84,485328.03,19.1,700,1,0,6006129.95,60,Home,269.49,Urban,Y
Arjun Chopra,29,Male,Married,3+,Not Graduate,Salaried,10.9,95531.14,339664.77,20484.95,909807.85,21.44,733,1,0,2786142.51,480,Business,2621591.65,Urban,Y
Vivaan Saxena,47,Male,Married,0,Graduate,Business Owner,27.7,254253.19,610707.94,103133.25,3000000.0,40.56,612,1,0,6531887.21,60,Business,6247065.55,Urban,Y
Kabir Pandey,32,Male,Married,3+,Not Graduate,Business Owner,6.8,444045.48,3280274.59,261961.78,3000000.0,58.99,634,0,1,7683859.28,360,Education,600.17,Urban,N
Manish Mishra,33,Female,Single,1,Graduate,Salaried,10.8,77448.78,576129.24,3317.36,176216.47,4.28,719,1,0,90324.42,480,Medical,102424.55,Urban,Y
Kiara Chopra,63,Male,Married,2,Graduate,Salaried,3.5,175001.28,486845.02,75533.91,3000000.0,43.16,558,1,0,10000000.0,360,Home,2939.74,Urban,N
Priya Gupta,25,Male,Married,0,Graduate,Salaried,3.1,97049.03,568016.29,10049.9,510561.86,10.36,636,1,0,1206339.09,480,Personal,4126.04,Semiurban,Y
Dhruv Kumar,39,Female,Married,0,Not Graduate,Business Owner,18.5,174989.07,228119.14,102860.14,2232170.91,58.78,613,1,1,837390.63,300,Personal,2121.03,Urban,N
Deepak Tiwari,40,Female,Married,0,Graduate,Salaried,9.6,99279.83,223896.06,27093.64,1439001.73,27.29,656,0,0,575848.21,240,Vehicle,725817.03,Semiurban,N
Karan Kumar,32,Male,Single,0,Graduate,Business Owner,3.7,81779.87,78148.59,23487.73,642671.12,28.72,668,0,1,1159341.93,60,Vehicle,414.18,Rural,Y
Suresh Khanna,56,Female,Married,3+,Graduate,Unemployed,0.0,10000.0,14863.37,4681.43,217925.29,46.81,559,0,3,108225.67,60,Education,35.71,Rural,N
Kavita Tiwari,42,Female,Married,1,Graduate,Salaried,17.1,74402.02,342195.76,4660.9,55617.4,6.26,690,1,0,1031257.95,360,Medical,1621572.81,Urban,Y
Ira Verma,53,Male,Single,0,Graduate,Unemployed,0.0,10000.0,7139.72,3259.74,40530.4,32.6,762,1,0,112141.0,60,Education,129947.26,Urban,Y
Aditya Verma,38,Female,Married,1,Not Graduate,Business Owner,7.2,123686.8,205842.07,13342.69,199179.81,10.79,767,1,0,1384267.93,12,Education,1156462.43,Semiurban,Y
Yash Desai,61,Male,Single,0,Graduate,Unemployed,0.0,10000.0,35058.03,1815.31,60546.88,18.15,306,0,3,122025.1,120,Medical,3621.56,Rural,N
Kavita Gupta,53,Male,Married,0,Not Graduate,Self-Employed,27.7,99232.5,293453.69,11358.78,656034.16,11.45,765,0,0,8021186.52,24,Home,7775131.04,Semiurban,Y
Kabir Khanna,35,Male,Married,0,Not Graduate,Self-Employed,4.0,111243.14,489559.09,6520.05,114476.52,5.86,630,1,0,2174627.91,12,Other,3023.99,Semiurban,Y
Kavita Kumar,64,Male,Married,1,Graduate,Salaried,30.4,51727.26,71547.71,19322.88,422017.23,37.36,809,1,0,2135564.01,12,Home,1752081.46,Semiurban,Y
Sai Joshi,59,Female,Single,1,Graduate,Unemployed,0.0,10941.05,77496.13,2210.74,86110.32,20.21,655,0,0,62695.56,24,Personal,3139.63,Rural,N
Geeta Rao,47,Female,Married,0,Not Graduate,Self-Employed,21.6,24024.15,183999.78,1636.49,76615.28,6.81,641,1,2,454377.88,360,Education,544984.16,Urban,Y
Ayaan Desai,21,Female,Single,0,Graduate,Salaried,1.1,77295.73,299556.74,17860.78,881353.69,23.11,716,1,0,324208.4,12,Personal,4734.13,Rural,Y
Amit Joshi,47,Female,Married,3+,Not Graduate,Salaried,10.9,78088.87,361710.74,33207.24,639425.95,42.52,676,0,0,1448461.91,240,Personal,1090.98,Rural,N
Divya Khanna,52,Male,Married,0,Not Graduate,Unemployed,0.0,17576.87,24183.53,7308.52,327553.36,41.58,582,1,1,142397.29,12,Medical,238720.27,Urban,N
Kavita Bansal,37,Female,Married,1,Graduate,Self-Employed,6.8,20271.84,103045.6,10602.63,157313.91,52.3,586,0,2,319652.7,60,Personal,709.97,Semiurban,N
Reyansh Pandey,27,Female,Single,1,Not Graduate,Self-Employed,5.9,23770.01,104499.91,8817.94,156496.28,37.1,553,0,1,1632856.76,360,Business,4573.14,Urban,N
Sai Tiwari,46,Male,Single,0,Not Graduate,Self-Employed,5.1,79445.39,572830.28,39629.59,1187431.07,49.88,644,1,1,4310013.59,24,Business,5285139.74,Semiurban,Y
Rekha Verma,57,Female,Single,1,Graduate,Salaried,31.5,129097.38,98358.42,53405.66,1244474.14,41.37,844,0,0,1393705.53,180,Vehicle,1988020.06,Urban,Y
Aryan Gupta,35,Female,Married,0,Graduate,Retired,19.7,118701.18,691472.3,18438.87,744911.82,15.53,833,1,2,158486.69,360,Medical,2679.34,Semiurban,Y
Sanjay Kumar,41,Male,Single,0,Graduate,Salaried,9.3,58893.18,418776.05,26007.6,617501.02,44.16,492,1,1,3712997.02,480,Business,1475.4,Semiurban,N
Ayaan Iyer,21,Male,Single,1,Not Graduate,Retired,24.5,22055.65,102603.08,6977.42,134389.52,31.64,466,0,1,281478.36,24,Education,2970.44,Semiurban,N
Neha Desai,52,Male,Married,2,Graduate,Salaried,6.9,42339.57,276982.17,3707.46,197621.57,8.76,787,0,0,3142745.35,180,Business,3861848.83,Urban,Y
Amit Singh,59,Female,Married,0,Not Graduate,Salaried,28.3,70736.73,256791.0,28818.53,1316413.73,40.74,300,1,5,1322275.46,360,Personal,1565.65,Rural,N
Deepak Rao,55,Female,Married,0,Graduate,Business Owner,9.6,139292.14,787380.98,89628.84,3000000.0,64.35,704,0,0,1095463.09,12,Personal,974583.76,Urban,N
Kiara Singh,40,Female,Married,3+,Graduate,Self-Employed,17.6,73818.65,407964.54,8479.53,217615.73,11.49,641,1,0,1899690.49,12,Business,4357.06,Rural,Y
Kiara Khanna,23,Female,Single,1,Graduate,Self-Employed,1.2,28316.72,60604.39,13542.35,403169.9,47.82,732,1,0,1910128.77,36,Business,3221032.82,Semiurban,Y
Karan Saxena,43,Male,Married,0,Graduate,Salaried,4.5,65060.84,295228.05,18974.17,571333.37,29.16,722,1,0,2335869.13,180,Business,3442.54,Urban,Y
Rahul Sharma,63,Female,Single,1,Not Graduate,Business Owner,34.4,54435.92,300880.37,15627.34,826746.96,28.71,828,0,0,182364.88,60,Medical,4486.89,Urban,Y
Amit Mehta,24,Male,Single,0,Graduate,Business Owner,4.0,66895.2,122071.37,18163.15,583036.97,27.15,632,0,2,5935933.11,12,Home,6805302.13,Urban,N
Reyansh Joshi,30,Female,Married,0,Graduate,Retired,31.3,45104.33,312741.98,12675.05,428376.83,28.1,500,1,4,404254.54,60,Vehicle,384107.77,Rural,N
Karan Saxena,58,Male,Married,1,Not Graduate,Salaried,13.3,113222.04,567655.32,8150.73,246676.22,7.2,710,1,0,9367833.77,240,Home,8436846.16,Semiurban,Y
Navya Iyer,46,Male,Married,0,Graduate,Unemployed,0.0,16969.3,121124.87,8407.18,207798.67,49.54,746,0,0,374967.45,120,Vehicle,544895.09,Urban,N
Shreya Saxena,28,Male,Married,0,Graduate,Retired,21.3,25163.84,142057.27,7898.03,432592.57,31.39,712,0,0,114617.48,360,Education,110877.21,Urban,Y
Anika Mehta,22,Male,Single,1,Graduate,Unemployed,0.0,10000.0,68235.36,3421.09,68377.58,34.21,530,0,2,1133279.18,60,Home,199.06,Urban,N
Vihaan Malhotra,39,Male,Married,0,Graduate,Retired,18.8,32571.3,75703.12,7990.41,189289.56,24.53,484,0,0,174268.15,480,Education,1148.39,Urban,N
Yash Iyer,47,Male,Single,0,Not Graduate,Salaried,17.7,101306.4,103615.16,16202.65,221529.15,15.99,667,1,0,2195734.35,120,Vehicle,3393329.82,Rural,Y
Neha Iyer,58,Female,Married,3+,Graduate,Self-Employed,19.0,39152.95,305334.57,3798.57,214407.23,9.7,592,1,1,2629642.96,120,Business,2901444.94,Urban,Y
Reyansh Bansal,60,Female,Married,1,Not Graduate,Salaried,29.3,79769.89,75330.11,44037.12,1255501.73,55.21,765,1,1,658398.0,240,Education,920873.58,Rural,Y
Divya Verma,41,Male,Married,0,Not Graduate,Business Owner,21.6,94108.23,627761.72,35939.31,1160194.16,38.19,408,0,2,4848426.32,240,Home,6090715.23,Semiurban,N
Kiara Reddy,40,Male,Married,0,Graduate,Unemployed,0.0,10000.0,49458.32,1271.23,66410.72,12.71,577,1,0,167616.12,24,Personal,4980.25,Semiurban,Y
Neha Kapoor,62,Female,Married,0,Not Graduate,Salaried,27.3,64361.65,304021.71,32775.61,1893264.42,50.92,664,1,0,433313.9,36,Vehicle,598028.38,Rural,Y
Pooja Mishra,55,Female,Single,0,Graduate,Salaried,33.2,75607.6,53891.74,21549.07,873706.33,28.5,617,1,0,1797372.18,12,Vehicle,377.79,Urban,Y
Dhruv Khanna,30,Female,Single,0,Graduate,Salaried,7.8,95046.87,174009.43,20316.85,887267.69,21.38,664,0,2,485497.39,300,Vehicle,580754.61,Urban,Y
Reyansh Singh,51,Female,Married,1,Graduate,Salaried,16.1,43274.92,323942.37,2354.13,116154.61,5.44,553,1,0,130049.82,24,Personal,4264.11,Urban,Y
Saanvi Mehta,53,Male,Single,0,Graduate,Salaried,3.3,77926.34,462569.48,27754.05,1626794.04,35.62,789,1,0,8378341.01,300,Home,2619.63,Semiurban,Y
Rekha Nair,31,Male,Married,2,Graduate,Salaried,12.4,89938.33,166772.47,26495.25,540381.24,29.46,644,0,2,1257135.96,60,Vehicle,1334670.61,Urban,Y
Rajesh Tiwari,65,Female,Married,2,Graduate,Salaried,33.0,73172.01,178827.38,29922.61,1196017.52,40.89,659,0,2,371621.7,36,Other,4059.06,Semiurban,N
Tara Pandey,34,Female,Single,1,Graduate,Salaried,4.0,119428.59,451320.84,40321.19,1182929.46,33.76,671,1,0,603967.77,36,Vehicle,623587.98,Semiurban,Y
Vikram Kumar,45,Male,Single,0,Graduate,Self-Employed,2.0,33724.58,267132.38,7198.08,331297.87,21.34,607,1,1,532174.3,180,Vehicle,948538.26,Urban,Y
Suresh Shah,43,Female,Married,1,Graduate,Salaried,14.9,91994.41,520033.84,17935.27,312581.77,19.5,731,1,0,1491645.11,60,Other,4288.4,Semiurban,Y
Priya Bansal,52,Male,Single,0,Graduate,Business Owner,28.7,115286.66,808198.21,46502.16,983376.23,40.34,740,0,1,9041124.11,180,Business,12327301.35,Urban,Y
Amit Nair,61,Male,Married,3+,Graduate,Retired,18.2,100134.74,460899.46,54592.49,803520.15,54.52,713,0,0,1924872.43,180,Personal,1103.91,Rural,N
Krishna Bansal,38,Male,Single,0,Graduate,Salaried,14.2,95435.18,628602.43,7510.36,86099.5,7.87,616,0,0,1426661.53,240,Vehicle,1998069.68,Urban,N
Dhruv Saxena,38,Female,Married,0,Graduate,Salaried,3.4,98597.02,638365.36,4316.68,46908.36,4.38,787,1,0,762858.04,120,Education,1155911.57,Semiurban,Y
Shreya Mehta,54,Female,Married,0,Graduate,Unemployed,0.0,11420.3,40778.38,2879.43,31960.6,25.21,557,1,1,637454.9,300,Home,651867.6,Semiurban,N
Krishna Iyer,63,Male,Married,3+,Graduate,Business Owner,5.2,207858.79,947340.56,64101.76,1130808.39,30.84,543,1,2,10000000.0,180,Home,13610376.21,Semiurban,N
Meera Nair,61,Male,Married,3+,Not Graduate,Self-Employed,32.3,168064.93,1309928.67,88113.65,3000000.0,52.43,672,1,2,10000000.0,36,Home,13969912.31,Semiurban,N
Rohan Kumar,54,Female,Single,1,Graduate,Salaried,8.8,57591.96,302957.71,14333.57,580928.85,24.89,743,1,0,955653.34,180,Personal,658.51,Urban,Y
Kavita Rao,52,Male,Married,0,Not Graduate,Self-Employed,9.0,80227.35,384931.92,11886.87,701676.06,14.82,571,1,0,9279107.5,12,Home,15000000.0,Semiurban,Y
Karan Rao,55,Female,Single,0,Graduate,Salaried,29.1,94948.76,370899.5,3245.66,182830.11,3.42,550,0,0,6331557.33,300,Home,9446935.0,Semiurban,N
Lakshmi Patel,63,Male,Married,0,Graduate,Business Owner,10.8,85897.66,631889.19,8242.03,129204.87,9.6,594,1,3,1857507.26,120,Vehicle,3796.8,Urban,Y
Diya Saxena,21,Female,Single,0,Graduate,Unemployed,0.0,10000.0,31286.38,2443.16,54176.12,24.43,734,1,0,21165.56,300,Personal,1904.01,Semiurban,N
Geeta Kapoor,47,Female,Married,0,Graduate,Unemployed,0.0,10000.0,69014.59,506.14,28657.37,5.06,606,0,3,679073.03,12,Business,2403.95,Urban,N
Sanjay Sharma,22,Male,Single,1,Graduate,Salaried,1.5,133731.43,124193.03,23232.62,400466.28,17.37,627,1,0,1455975.59,180,Vehicle,1319.43,Semiurban,N
Divya Malhotra,46,Female,Married,3+,Graduate,Self-Employed,12.6,35210.19,223513.14,10797.68,631816.77,30.67,557,0,0,557366.86,240,Personal,4270.6,Rural,N
Anjali Shah,38,Female,Married,1,Graduate,Retired,16.7,39438.64,198704.69,7088.52,133247.74,17.97,764,1,0,1646024.64,300,Business,4774.9,Urban,Y
Arjun Bansal,34,Male,Married,3+,Graduate,Self-Employed,0.8,95194.52,222977.03,24720.78,318736.46,25.97,699,1,0,4976638.22,180,Home,1115.57,Urban,Y
Anjali Chopra,61,Male,Married,2,Not Graduate,Salaried,3.2,149155.9,822214.22,14108.18,648319.23,9.46,684,0,2,1764668.01,60,Business,2283100.9,Semiurban,N
Aryan Chopra,52,Female,Single,1,Graduate,Business Owner,23.2,178421.96,844495.07,69969.16,3000000.0,39.22,711,0,0,2038011.66,180,Personal,4720.36,Semiurban,N
Yash Mishra,46,Female,Married,2,Graduate,Salaried,12.7,95831.02,529589.11,42457.95,634559.07,44.31,757,1,0,566854.98,120,Education,4180.72,Urban,Y
Shreya Malhotra,60,Female,Married,3+,Graduate,Self-Employed,32.3,124482.91,989917.83,45981.35,1768302.62,36.94,556,0,3,459303.42,300,Other,728810.43,Rural,N
Tara Shah,25,Male,Married,2,Graduate,Self-Employed,6.5,34220.29,71246.55,2194.51,57247.51,6.41,567,1,0,219166.04,360,Education,367365.26,Semiurban,Y
Aditya Kumar,50,Female,Married,3+,Graduate,Salaried,13.3,97841.72,97933.97,7923.13,410935.57,8.1,683,0,2,7406821.96,12,Home,9898356.88,Semiurban,Y
Myra Bansal,28,Female,Single,0,Graduate,Business Owner,4.5,69295.58,193299.02,13241.76,540704.71,19.11,698,1,0,3647779.25,180,Home,5484869.78,Rural,Y
Vihaan Singh,31,Male,Married,0,Graduate,Salaried,5.1,57786.31,186150.89,21543.19,719023.07,37.28,666,1,0,2308628.64,36,Business,3945473.53,Urban,Y
Shreya Reddy,29,Male,Single,0,Not Graduate,Retired,17.9,56456.75,304944.9,3229.69,35806.92,5.72,548,1,0,749206.72,180,Vehicle,744805.7,Urban,Y
Neha Mishra,45,Male,Married,3+,Graduate,Business Owner,7.5,146817.94,817980.19,33096.89,675628.32,22.54,683,1,0,10000000.0,60,Home,14038714.76,Urban,Y
Ananya Khanna,49,Female,Married,3+,Graduate,Business Owner,1.0,217851.09,448717.49,55503.14,741014.64,25.48,723,1,0,5304968.14,120,Vehicle,1185.08,Semiurban,Y
Navya Singh,55,Male,Single,1,Graduate,Business Owner,12.1,69649.02,392435.37,24598.05,1030447.86,35.32,465,0,1,7488025.3,12,Home,6564315.9,Rural,N
Aarav Gupta,40,Female,Married,2,Graduate,Salaried,13.9,56309.43,335166.56,14113.66,314103.86,25.06,538,1,1,5167739.66,12,Home,6739515.5,Urban,Y
Anjali Joshi,63,Male,Married,1,Graduate,Retired,32.5,113118.05,229498.79,40663.03,874006.13,35.95,570,1,0,2096733.41,240,Vehicle,3275696.28,Urban,Y
Rahul Rao,37,Female,Married,0,Graduate,Business Owner,1.1,112174.5,460419.29,5656.12,65812.39,5.04,701,1,1,10000000.0,60,Home,2360.43,Semiurban,Y
Sanjay Reddy,28,Male,Married,1,Graduate,Unemployed,0.0,10000.0,73977.19,2187.4,57075.21,21.87,643,0,0,69238.12,300,Education,897.19,Rural,N
Aryan Verma,22,Female,Married,1,Graduate,Self-Employed,2.1,26438.26,167339.01,7857.44,124284.21,29.72,690,0,0,462389.57,300,Business,530771.44,Urban,N
Suresh Nair,26,Male,Single,0,Not Graduate,Business Owner,2.4,181442.04,138377.0,58734.02,2539138.51,32.37,572,1,2,4495342.12,36,Other,2033.47,Rural,Y
Suresh Sharma,41,Female,Single,0,Graduate,Retired,30.2,33773.13,117341.53,5602.99,302322.9,16.59,527,0,5,3760149.5,60,Home,4756.88,Urban,N
Sanjay Iyer,39,Female,Married,0,Graduate,Salaried,3.5,120957.21,797034.58,25314.32,716336.84,20.93,704,1,0,3629349.15,36,Business,3678826.07,Urban,Y
Shreya Mishra,59,Male,Single,0,Graduate,Unemployed,0.0,10000.0,11216.65,5487.22,208071.93,54.87,837,0,0,1099909.04,24,Home,893513.21,Semiurban,N
Karan Mishra,26,Male,Single,1,Graduate,Salaried,7.2,92437.21,607933.95,24109.81,447964.42,26.08,600,1,0,2736171.68,300,Other,4354.98,Urban,Y
Sanjay Iyer,32,Male,Married,0,Graduate,Salaried,2.9,74038.77,276210.61,37230.88,1554416.59,50.29,641,1,0,364158.79,60,Personal,4172.18,Rural,Y
Vivaan Tiwari,65,Male,Married,1,Graduate,Self-Employed,13.2,65866.36,46166.57,21728.45,988871.22,32.99,426,0,4,3320380.55,36,Business,3871505.13,Rural,N
Dhruv Shah,22,Female,Single,1,Not Graduate,Salaried,2.1,66133.71,257149.21,7179.37,217780.22,10.86,501,1,1,6055927.68,240,Home,7617882.83,Urban,Y
Sunita Desai,40,Male,Married,0,Graduate,Unemployed,0.0,10000.0,5184.19,3447.16,45430.85,34.47,640,0,0,891856.4,300,Home,851614.92,Urban,Y
Aditya Chopra,29,Female,Single,0,Graduate,Salaried,4.7,103399.54,685278.23,17053.32,810599.28,16.49,604,1,1,946212.83,60,Personal,1276.67,Rural,Y
Reyansh Reddy,45,Male,Single,0,Graduate,Self-Employed,25.4,26095.68,75369.75,11027.41,232151.11,42.26,609,1,0,1255208.33,24,Business,2564.15,Urban,Y
Suresh Mehta,64,Female,Married,0,Not Graduate,Salaried,23.7,75199.22,207128.77,17873.91,774988.55,23.77,741,0,0,3470339.69,180,Business,4022751.34,Semiurban,Y
Aryan Iyer,31,Male,Single,1,Graduate,Salaried,4.5,82338.84,246477.57,15844.56,268978.19,19.24,563,0,2,1204272.41,360,Personal,4586.65,Rural,N
Aarav Khanna,37,Female,Married,0,Graduate,Salaried,6.7,130939.79,342106.1,17707.36,811856.62,13.52,558,0,0,807097.84,36,Personal,4125.76,Rural,N
Meera Mehta,41,Male,Single,0,Graduate,Business Owner,21.1,49053.28,298687.52,20505.71,509727.33,41.8,549,0,2,792070.01,36,Vehicle,1135294.31,Semiurban,N
Aadhya Saxena,56,Female,Single,0,Not Graduate,Unemployed,0.0,10000.0,43642.36,3214.77,186022.26,32.15,714,1,0,191563.96,180,Personal,174543.43,Semiurban,Y
Vikram Khanna,65,Female,Married,0,Not Graduate,Self-Employed,10.5,44998.17,67304.63,6723.21,320933.48,14.94,738,0,2,762463.31,180,Vehicle,1028945.05,Urban,N
Manish Saxena,25,Male,Single,1,Graduate,Salaried,6.6,82045.57,126571.85,16484.29,720316.06,20.09,603,0,0,1498295.84,300,Vehicle,1303878.03,Rural,N
Geeta Pandey,42,Female,Married,2,Not Graduate,Business Owner,10.3,99294.41,543412.42,20068.88,740079.55,20.21,771,1,0,5921963.6,240,Home,3205.24,Semiurban,Y
Diya Reddy,54,Male,Married,1,Graduate,Salaried,15.8,89932.11,55584.99,32095.44,1651477.79,35.69,627,0,0,4507741.58,360,Home,1037.61,Rural,Y
Rajesh Agarwal,21,Male,Single,0,Graduate,Salaried,2.8,48332.08,233703.26,7296.05,407386.09,15.1,739,1,0,2279212.41,12,Business,2835860.01,Semiurban,Y
Kavita Mehta,57,Male,Married,2,Graduate,Salaried,30.9,84021.95,481486.4,40992.37,1073586.8,48.79,729,1,0,1401926.11,60,Education,1252.94,Semiurban,Y
Saanvi Nair,31,Female,Single,0,Graduate,Salaried,11.8,81088.8,382437.09,38799.0,1782551.15,47.85,747,0,0,767965.71,12,Vehicle,1060689.8,Semiurban,Y
Manish Mehta,44,Female,Married,0,Graduate,Unemployed,0.0,10000.0,36620.53,3140.58,103729.68,31.41,573,0,3,297260.72,60,Business,436314.8,Urban,N
Manish Saxena,65,Male,Single,1,Not Graduate,Business Owner,29.3,107693.18,663472.96,56332.05,2316694.19,52.31,543,1,0,1169904.69,12,Personal,451.61,Urban,Y
Manish Khanna,49,Female,Married,2,Graduate,Salaried,8.0,47016.58,45747.57,13254.46,575805.98,28.19,646,1,0,386305.57,240,Vehicle,549994.07,Rural,Y
Yash Agarwal,65,Male,Single,1,Graduate,Salaried,3.3,84554.86,390599.5,28120.17,322969.37,33.26,602,1,0,977623.07,360,Education,644.94,Semiurban,Y
Krishna Tiwari,48,Male,Single,0,Graduate,Self-Employed,0.6,45476.52,238206.31,27785.64,1051339.07,61.1,654,0,0,581441.87,60,Medical,892743.45,Urban,N
Karan Bansal,30,Male,Single,0,Graduate,Salaried,9.1,96943.63,715262.67,25810.14,1219318.33,26.62,549,1,0,6702896.1,24,Business,9835851.27,Urban,Y
Vikram Pandey,52,Male,Single,0,Graduate,Unemployed,0.0,10000.0,62911.97,6030.2,67510.08,60.3,586,0,0,107922.91,120,Medical,103641.85,Urban,N
Neha Saxena,48,Female,Married,1,Not Graduate,Business Owner,10.2,82399.9,448082.44,19789.64,523209.69,24.02,617,1,0,7530504.41,120,Home,1482.27,Semiurban,Y
Ayaan Sharma,34,Male,Married,0,Graduate,Salaried,2.0,207262.88,290557.73,79108.06,3000000.0,38.17,677,1,0,1957612.42,240,Personal,4142.76,Urban,Y
Reyansh Bansal,24,Male,Single,0,Not Graduate,Salaried,0.0,81948.99,384770.97,37082.35,2186950.67,45.25,724,1,0,7114707.26,240,Home,4062.05,Urban,Y
Aditya Chopra,50,Male,Married,0,Not Graduate,Business Owner,13.1,126573.49,468494.26,7664.25,405873.96,6.06,592,1,2,568517.58,24,Education,4523.77,Rural,Y
Vivaan Joshi,46,Female,Married,1,Graduate,Retired,17.9,34280.06,137477.56,895.67,40853.22,2.61,668,1,0,381006.75,120,Vehicle,489806.24,Rural,Y
Manish Patel,55,Female,Married,2,Not Graduate,Self-Employed,30.2,53380.91,68685.86,23771.15,1090879.73,44.53,551,0,0,4923159.53,240,Home,8225116.55,Urban,N
Rohan Agarwal,26,Male,Single,0,Graduate,Salaried,2.7,69648.15,65934.8,22774.95,679906.83,32.7,792,1,0,3208033.53,60,Business,1410.21,Semiurban,Y
Suresh Desai,45,Female,Married,0,Graduate,Unemployed,0.0,10000.0,17749.29,2668.73,79182.81,26.69,681,1,0,150866.26,180,Vehicle,146614.41,Semiurban,Y
Rekha Nair,57,Male,Married,0,Not Graduate,Business Owner,5.8,43610.97,306776.19,22181.96,549949.37,50.86,617,0,0,350533.79,12,Personal,2955.57,Semiurban,N
Myra Khanna,61,Female,Married,0,Not Graduate,Salaried,5.7,95805.02,453569.92,12517.29,388142.1,13.07,732,1,0,563612.37,24,Medical,393.02,Urban,Y
Krishna Saxena,63,Male,Single,0,Not Graduate,Salaried,7.3,28639.28,64111.74,15380.36,588708.93,53.7,771,0,0,526418.96,180,Business,662666.77,Urban,N
Anika Agarwal,30,Male,Single,0,Not Graduate,Unemployed,0.0,10000.0,53938.5,1493.68,61601.31,14.94,505,0,0,835014.04,360,Home,798491.34,Urban,N
Divya Nair,28,Male,Married,0,Not Graduate,Salaried,9.7,84550.99,130227.29,13393.82,236687.53,15.84,597,0,1,8696241.46,360,Home,9085276.61,Urban,Y
Navya Saxena,46,Male,Married,1,Graduate,Business Owner,15.6,119971.77,491921.16,14156.31,695281.7,11.8,691,1,0,800239.16,36,Vehicle,0.92,Urban,Y
Rajesh Saxena,41,Male,Single,1,Graduate,Self-Employed,8.1,73305.3,181217.24,17251.48,414054.96,23.53,574,1,0,363798.39,36,Medical,3826.17,Semiurban,Y
Aryan Tiwari,31,Female,Married,2,Graduate,Salaried,4.8,36706.91,175403.69,5443.77,157767.56,14.83,553,1,2,2764831.87,120,Business,2279811.67,Urban,N
Divya Shah,25,Male,Single,0,Graduate,Salaried,6.6,75372.38,345370.42,17019.88,281574.34,22.58,641,0,3,7860023.54,480,Home,4897.88,Rural,Y
Pari Gupta,27,Male,Married,1,Graduate,Business Owner,6.3,175716.08,913285.43,3662.55,111192.34,2.08,797,1,0,10000000.0,120,Home,2181.35,Semiurban,Y
